Product Code,Name,Description,Small Image,Large Image,Catalogue,Sale Price,Retail Price,Tax Code,SEO friendly URL,Grouping Product Codes,Grouping Product Descriptions,Supplier CRM ID,Supplier Commission Percentage,Weighting/Order,Related Products,Weight In KG/Pounds,Product Width (Previously Volume),Keywords,Unit Type,Min Units,Max Units,In Stock,On Order,Re-order Threshold,Inventory Control,Can Pre-Order,Custom 1,Custom 2,Custom 3,Custom 4,Poplets,Enabled,Capture Details,Limit Download Count,Limit Download IP,On Sale,Hide if Out of Stock,Attributes,Gift Voucher,Drop Shipping,Product Height,Product Depth,Exclude From Search Results,Product Title,Wholesale Sale Price,Tax Code,Cycle Type,Cycle Type Count,Product URL,Product Affiliate URL,Variations Enabled,Variations Code,Variation Options
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130105UCKT,Used Cars 13' Slant Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG105UC_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG105UC.png,/shop/flags/feather dancer/auto/;,US/84.00;,,,,FDFLAG130105UCKT;FDFLAG170105UCKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/auto/usedcars_slant_sun.jpg;/Assets/img/products/feather/dancer/poplets/auto/usedcars_slant.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170105UCKT,Used Cars 17' Slant Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG105UC_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG105UC.png,/shop/flags/feather dancer/auto/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/auto/usedcars_slant_sun.jpg;/Assets/img/products/feather/dancer/poplets/auto/usedcars_slant.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130101WKT,Welcome 13' Cone Head Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG101W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG101W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/84.00;,,,,FDFLAG130101WKT;FDFLAG170101WKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_conehead_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170101WKT,Welcome 17' Cone Head Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG101W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG101W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_conehead_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130102WKT,Welcome 13' Smiley Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG102W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG102W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/84.00;,,,,FDFLAG130102WKT;FDFLAG170102WKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_smiley_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/welcome_smiley_2.jpg;/Assets/img/products/feather/dancer/poplets/business/welcome_smiley.jpg,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170102WKT,Welcome 17' Smiley Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG102W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG102W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_smiley_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/welcome_smiley_2.jpg;/Assets/img/products/feather/dancer/poplets/business/welcome_smiley.jpg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130103WKT,Welcome 13' Blue Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG103W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG103W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/84.00;,,,,FDFLAG130103WKT;FDFLAG170103WKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_bluestar_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/welcome_bluestar.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170103WKT,Welcome 17' Blue Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG103W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG103W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_bluestar_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/welcome_bluestar.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130104WKT,Welcome 13' Red Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG104W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG104W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/84.00;,,,,FDFLAG130104WKT;FDFLAG170104WKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_redstar_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170104WKT,Welcome 17' Red Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG104W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG104W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_redstar_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130105WKT,Welcome 13' Slant Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG105W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG105W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/84.00;,,,,FDFLAG130105WKT;FDFLAG170105WKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_slant_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170105WKT,Welcome 17' Slant Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG105W_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG105W.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_slant_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130BLNWKT,Welcome 13' Balloon Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAGBLNW_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAGBLNW.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/84.00;,,,,FDFLAG130BLNWKT;FDFLAG170BLNWKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_balloon_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170BLNWKT,Welcome 17' Balloon Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAGBLNW_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAGBLNW.png,/shop/flags/feather dancer/business/;/shop/flags/feather dancer/property management/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/welcome_balloon_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130101WFKT,We Finance 13' Cone Head Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG101WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG101WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/84.00;,,,,FDFLAG130101WFKT;FDFLAG170101WFKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_conehead_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170101WFKT,We Finance 17' Cone Head Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG101WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG101WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_conehead_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130102WFKT,We Finance 13' Smiley Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG102WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG102WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/84.00;,,,,FDFLAG130102WFKT;FDFLAG170102WFKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_smiley_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/wefinance_conehead.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170102WFKT,We Finance 17' Smiley Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG102WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG102WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_smiley_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/wefinance_conehead.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130103WFKT,We Finance 13' Blue Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG103WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG103WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/84.00;,,,,FDFLAG130103WFKT;FDFLAG170103WFKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_bluestar_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/wefinance_bluestar.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170103WFKT,We Finance 17' Blue Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG103WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG103WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_bluestar_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/wefinance_bluestar.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130104WFKT,We Finance 13' Red Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG104WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG104WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/84.00;,,,,FDFLAG130104WFKT;FDFLAG170104WFKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123282}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_redstar_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/wefinance_redstar.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170104WFKT,We Finance 17' Red Star Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/dancer/sm/FDFLAG104WF_SM.png,/Assets/img/products/feather/dancer/lg/FDFLAG104WF.png,/shop/flags/feather dancer/auto/;/shop/flags/feather dancer/business/;,US/108.75;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4123738}",,,,/Assets/img/products/feather/dancer/poplets/business/wefinance_redstar_sun.jpg;/Assets/img/products/feather/dancer/poplets/business/wefinance_redstar.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130BLUEKT,Decorative 13' Blue Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGBLUE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGBLUE.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130BLUEKT;FDFLAG170BLUEKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/blue_decorative_sun.jpg;/Assets/img/products/feather/decorative/poplets/blue_decorative.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170BLUEKT,Decorative 17' Blue Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGBLUE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGBLUE.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/blue_decorative_sun.jpg;/Assets/img/products/feather/decorative/poplets/blue_decorative.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130GREENKT,Decorative 13' Green Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGGREEN_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGGREEN.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130GREENKT;FDFLAG170GREENKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/green_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170GREENKT,Decorative 17' Green Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGGREEN_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGGREEN.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/green_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130ORANGEKT,Decorative 13' Orange Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGORANGE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGORANGE.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130ORANGEKT;FDFLAG170ORANGEKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/orange_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170ORANGEKT,Decorative 17' Orange Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGORANGE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGORANGE.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/orange_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130PURPLEKT,Decorative 13' Purple Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGPURPLE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGPURPLE.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130PURPLEKT;FDFLAG170PURPLEKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/purple_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170PURPLEKT,Decorative 17' Purple Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGPURPLE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGPURPLE.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/purple_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130REDKT,Decorative 13' Red Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGRED_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGRED.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130REDKT;FDFLAG170REDKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/red_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170REDKT,Decorative 17' Red Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGRED_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGRED.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/red_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130WHITEKT,Decorative 13' White Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGWHITE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGWHITE.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130WHITEKT;FDFLAG170WHITEKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/white_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170WHITEKT,Decorative 17' White Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGWHITE_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGWHITE.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/white_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDFLAG130YELLOWKT,Decorative 13' Yellow Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGYELLOW_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGYELLOW.png,/shop/flags/feather dancer/decorative/;,US/72.00;,,,,FDFLAG130YELLOWKT;FDFLAG170YELLOWKT;,;;,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4135816}",,,,/Assets/img/products/feather/decorative/poplets/yellow_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
FDFLAG170YELLOWKT,Decorative 17' Yellow Flag Kit,"Feather Dancers act as a unique advertising solution, providing an effective way to communicate and capture customer's attention.",/Assets/img/products/feather/decorative/sm/FDFLAGYELLOW_SM.png,/Assets/img/products/feather/decorative/lg/FDFLAGYELLOW.png,/shop/flags/feather dancer/decorative/;,US/87.00;,,,,,,,,,,,,flag-layout,,,,,,,,,"{module_webapps,18620,i,4136646}",,,,/Assets/img/products/feather/decorative/poplets/yellow_decorative_sun.jpg;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
